		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100101000   16   21   24   26   21   31   21   25  6.433306 0.598814 SUCCESS  77
100110000   16   18   30   26   25   27   17   20  9.601541 0.294113 SUCCESS  78
100111000   22   24   24   19   27   27   14   31  8.492725 0.386876 SUCCESS  79
101000000   19   24   18   32   27   22   19   25  7.204512 0.514737 SUCCESS  80
101000100   21   27   19   17   26   33   30   26  9.011055 0.341364 SUCCESS  81
101001000   25   20   26   29   26   25   24   20  2.791093 0.946776 SUCCESS  82
101001100   21   23   21   20   21   23   17   20  5.591930 0.692835 SUCCESS  83
101010000   23   23   24   31   24   26   34   21  6.529293 0.588160 SUCCESS  84
101010100   21   26   16   25   24   22   31   23  5.781256 0.671719 SUCCESS  85
101011000   24   20   29   22   18   18   35   22 10.441594 0.235389 SUCCESS  86
101011100   23   31   27   19   29   26   25   22  4.715468 0.787509 SUCCESS  87
101100000   15   24   30   30   19   22   30   26  9.324172 0.315692 SUCCESS  88
101100100   31   19   20   33   19   33   21   27 12.180614 0.143325 SUCCESS  89
101101000   30   20   21   25   21   26   20   25  4.086587 0.849228 SUCCESS  90
101101100   29   22   25   26   21   29   31   27  4.784314 0.780361 SUCCESS  91
101110000   39   32   22   15   29   25   30   23 17.791555 0.022845 SUCCESS  92
101110100   25   23   18   26   39   27   27   29 12.444744 0.132436 SUCCESS  93
101111000   25   23   24   26   27   27   26   20  1.715376 0.988529 SUCCESS  94
101111100   31   26   23   32   28   18   19   20  8.824377 0.357327 SUCCESS  95
110000000   21   20   28   27   30   26   19   27  5.104712 0.746328 SUCCESS  96
110000010   22   21   21   23   38   16   31   25 13.993115 0.081945 SUCCESS  97
110000100   27   21   22   23   22   25   28   32  4.359323 0.823337 SUCCESS  98
110001000   30   17   16   27   26   20   23   31  9.780938 0.280739 SUCCESS  99
110001010   24   19   19   19   27   26   29   18  6.737817 0.565166 SUCCESS 100
110010000   21   20   28   25   23   28   26   27  2.901644 0.940377 SUCCESS 101
110010010   18   16   33   31   21   19   22   32 14.119553 0.078702 SUCCESS 102
110010100   21   27   21   23   21   30   24   15  6.915889 0.545734 SUCCESS 103
110011000   20   27   27   28   24   23   19   29  4.164039 0.842028 SUCCESS 104
110011010   22   23   28   29   31   21   27   24  4.402352 0.819121 SUCCESS 105
110100000   25   26   16   27   25   23   25   21  4.001854 0.856956 SUCCESS 106
110100010   23   24   21   18   25   26   28   21  3.476242 0.901026 SUCCESS 107
110100100   11   22   19   26   31   30   24   20 13.194768 0.105322 SUCCESS 108
110101000   20   32   25   27   22   25   28   19  5.613113 0.690478 SUCCESS 109
110101010   25   27   16   28   29   30   30   28  7.945268 0.438835 SUCCESS 110
110101100   38   18   30   28   24   13   31   22 19.052627 0.014581 SUCCESS 111
110110000   18   21   25   25   24   29   30   19  5.722340 0.678302 SUCCESS 112
110110010   27   23   30   28   22   29   21   19  5.113318 0.745399 SUCCESS 113
110110100   23   28   24   19   22   22   20   25  3.196225 0.921446 SUCCESS 114
110111000   36   31   17   14   23   26   36   13 25.847187 0.001115 FAILURE 115
110111010   17   33   19   24   35   28   26   18 13.849466 0.085774 SUCCESS 116
110111100   21   26   22   24   23   29   26   17  4.256054 0.833314 SUCCESS 117
111000000   31   32   21   24   23   22   30   31  8.292807 0.405403 SUCCESS 118
111000010   32   27   19   16   27   32   20   23 10.595173 0.225709 SUCCESS 119
111000100   25   27   18   32   27   19   31   23  7.935338 0.439812 SUCCESS 120
111000110   30   32   25   25   21   20   23   25  5.215263 0.734340 SUCCESS 121
111001000   17   26   32   19   21   29   18   26  9.340059 0.314426 SUCCESS 122
111001010   15   32   23   23   22   25   25   16  9.618753 0.292810 SUCCESS 123
111001100   21   24   25   25   22   26   19   21  2.603091 0.956750 SUCCESS 124
111010000   21   34   25   33   24   25   20   25  8.402034 0.395215 SUCCESS 125
111010010   17   22   20   19   31   31   29   36 14.909295 0.060933 SUCCESS 126
111010100   22   22   26   18   19   22   24   16  6.804015 0.557918 SUCCESS 127
111010110   24   23   38   23   29   25   27   21  9.698852 0.286802 SUCCESS 128
111011000   23   28   26   26   23   27   26   20  2.147649 0.976147 SUCCESS 129
111011010   28   25   28   25   22   29   21   27  3.046617 0.931398 SUCCESS 130
111011100   31   25   17   19   16   22   31   23 10.576637 0.226860 SUCCESS 131
111100000   29   26   20   19   28   13   29   32 12.459308 0.131857 SUCCESS 132
111100010   31   19   12   34   27   23   33   29 17.900782 0.021983 SUCCESS 133
111100100   22   18   36   27   19   29   22   21 10.832162 0.211392 SUCCESS 134
111100110   25   26   23   22   23   21   18   18  4.491719 0.810261 SUCCESS 135
111101000   18   24   25   25   17   16   18   26  8.922350 0.348889 SUCCESS 136
111101010   22   16   23   16   26   28   32   16 12.397744 0.134320 SUCCESS 137
111101100   27   26   27   29   28   24   20   18  4.689651 0.790173 SUCCESS 138
111101110   29   23   24   24   27   26   19   22  2.867221 0.942412 SUCCESS 139
111110000   33   24   23   25   25   17   22   32  8.265666 0.407959 SUCCESS 140
111110010   25   21   31   30   23   22   18   24  5.748157 0.675418 SUCCESS 141
111110100   24   20   26   25   18   19   24   31  5.772650 0.672681 SUCCESS 142
111110110   28   30   25   32   21   27   26   22  5.470787 0.706274 SUCCESS 143
111111000   24   25   22   26   32   18   33   37 14.419430 0.071467 SUCCESS 144
111111010   22   23   40   17   21   17   33   26 19.009598 0.014808 SUCCESS 145
111111100   30   23   28   20   28   21   29   29  5.614437 0.690331 SUCCESS 146
111111110   33   24   29   15   25   24   31   20 10.468735 0.233655 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   28   25   16   30   18   17   27  9.238114 0.322609 SUCCESS   0
000000011   27   23   24   20   23   25   25   20  2.129113 0.976796 SUCCESS   1
000000101   25   26   27   17   27   17   22   28  6.128795 0.632807 SUCCESS   2
000000111   26   19   24   25   24   24   28   18  3.662920 0.886184 SUCCESS   3
000001001   14   21   28   18   18   15   23   33 16.048562 0.041690 SUCCESS   4
000001011   21   23   32   21   34   22   17   36 15.680502 0.047188 SUCCESS   5
000001101   33   21   29   17   29   23   24   23  7.909521 0.442358 SUCCESS   6
000001111   30   19   21   28   23   30   26   29  6.020892 0.644892 SUCCESS   7
000010001   27   25   28   22   22   28   21   30  3.707273 0.882522 SUCCESS   8
000010011   14   22   18   21   25   25   18   25  8.829011 0.356925 SUCCESS   9
000010101   24   26   23   21   17   21   20   15  8.057804 0.427844 SUCCESS  10
000010111   20   20   32   18   33   24   21   28 10.002039 0.264883 SUCCESS  11
000011001   32   18   26   25   26   23   33   25  7.648039 0.468583 SUCCESS  12
000011011   25   30   23   22   24   17   32   23  6.527969 0.588307 SUCCESS  13
000011101   24   27   32   23   26   17   22   23  5.578690 0.694307 SUCCESS  14
000011111   34   27   27   25   19   24   30   29  7.962479 0.437144 SUCCESS  15
000100011   22   26   22   17   26   26   17   27  5.738227 0.676527 SUCCESS  16
000100101   18   28   24   35   18   25   24   24  8.815771 0.358075 SUCCESS  17
000100111   19   22   18   35   24   23   25   30  9.408905 0.308983 SUCCESS  18
000101001   32   31   28   25   18   28   27   23  7.512995 0.482425 SUCCESS  19
000101011   22   24   22   27   18   27   22   22  3.289564 0.914894 SUCCESS  20
000101101   23   25   28   20   27   19   21   28  4.027671 0.854618 SUCCESS  21
000101111   26   23   32   17   24   25   22   23  5.307278 0.724285 SUCCESS  22
000110011   21   19   22   19   23   21   34   25  7.695701 0.463745 SUCCESS  23
000110101   31   25   24   19   24   32   21   18  7.781759 0.455074 SUCCESS  24
000110111   18   21   24   29   24   17   24   17  7.779111 0.455339 SUCCESS  25
000111001   21   24   23   30   25   22   27   22  2.697754 0.951871 SUCCESS  26
000111011   20   22   28   25   25   20   26   30  3.901233 0.865923 SUCCESS  27
000111101   30   19   21   16   26   28   25   20  7.534840 0.480173 SUCCESS  28
000111111   27   31   19   25   18   26   26   29  6.232064 0.621255 SUCCESS  29
001000011   24   27   18   21   23   20   26   35  8.290159 0.405652 SUCCESS  30
001000101   26   24   24   21   22   40   19   21 12.891581 0.115635 SUCCESS  31
001000111   25   24   20   20   19   29   24   28  4.349393 0.824305 SUCCESS  32
001001011   25   25   22   31   22   24   23   33  5.588620 0.693203 SUCCESS  33
001001101   15   27   20   17   35   27   25   23 12.314334 0.137720 SUCCESS  34
001001111   19   26   25   31   22   25   17   25  5.798467 0.669795 SUCCESS  35
001010011   25   29   26   24   17   28   23   23  4.062094 0.851478 SUCCESS  36
001010101   25   26   17   29   20   26   19   22  5.746833 0.675566 SUCCESS  37
001010111   19   21   38   21   22   24   24   17 12.627451 0.125327 SUCCESS  38
001011011   26   25   25   17   31   18   23   26  6.230740 0.621403 SUCCESS  39
001011101   28   24   20   31   24   23   27   23  3.681456 0.884660 SUCCESS  40
001011111   26   25   19   23   24   23   20   19  3.585469 0.892456 SUCCESS  41
001100101   16   23   18   23   17   25   36   15 16.667514 0.033764 SUCCESS  42
001100111   21   20   28   19   20   25   30   29  6.154612 0.629918 SUCCESS  43
001101011   28   24   21   26   24   30   18   14  8.805841 0.358939 SUCCESS  44
001101101   26   26   25   17   24   21   21   24  3.543764 0.895767 SUCCESS  45
001101111   14   23   30   17   29   20   13   19 16.768134 0.032616 SUCCESS  46
001110101   28   28   32   28   24   18   25   17  8.172327 0.416820 SUCCESS  47
001110111   24   16   32   25   31   25   27   28  8.156439 0.418340 SUCCESS  48
001111011   27   17   19   21   27   28   29   16  9.051436 0.337975 SUCCESS  49
001111101   37   26   25   29   19   25   25   30 10.343621 0.241732 SUCCESS  50
001111111   20   26   21   25   22   28   18   33  7.095286 0.526388 SUCCESS  51
010000011   30   25   23   31   32   28   22   33  9.649866 0.290466 SUCCESS  52
010000111   22   17   21   22   26   19   21   30  6.457799 0.596092 SUCCESS  53
010001011   25   34   19   16   24   27   23   15 12.262700 0.139862 SUCCESS  54
010001111   27   17   18   19   25   28   25   21  6.644477 0.575430 SUCCESS  55
010010011   21   26   32   19   29   28   25   20  6.562392 0.584496 SUCCESS  56
010010111   36   23   15   29   18   29   28   26 13.714422 0.089519 SUCCESS  57
010011011   16   24   27   19   28   28   15   22  9.601541 0.294113 SUCCESS  58
010011111   20   34   31   26   15   23   18   35 17.001813 0.030090 SUCCESS  59
010100011   30   16   23   19   27   17   26   24  8.356357 0.399457 SUCCESS  60
010100111   29   34   20   26   17   24   26   20  8.985238 0.343543 SUCCESS  61
010101011   25   24   20   33   23   25   23   24  4.164039 0.842028 SUCCESS  62
010101111   22   30   34   22   17   21   30   18 11.594762 0.170221 SUCCESS  63
010110011   26   28   21   32   20   32   21   23  7.435543 0.490450 SUCCESS  64
010110111   18   27   17   18   17   27   21   23  9.252678 0.321431 SUCCESS  65
010111011   17   16   30   32   25   21   23   21 10.161576 0.253868 SUCCESS  66
010111111   21   23   22   21   21   20   26   23  2.805657 0.945955 SUCCESS  67
011000111   29   21   26   31   22   20   28   25  4.969669 0.760813 SUCCESS  68
011001111   23   21   22   23   27   23   27   18  3.289564 0.914894 SUCCESS  69
011010111   25   22   18   26   24   24   22   19  3.594075 0.891767 SUCCESS  70
011011111   14   17   29   18   17   19   12   17 21.917013 0.005072 FAILURE  71
011101111   25   16   21   22   31   26   23   22  6.018245 0.645188 SUCCESS  72
011111111   24   26   19   15   28   30   18   33 11.840357 0.158470 SUCCESS  73
100000000   25   28   25   16   30   18   17   27  9.238114 0.322609 SUCCESS  74
100010000   30   32   22   23   29   20   20   33  9.774980 0.281176 SUCCESS  75
100100000   25   13   31   23   22   22   23   23  8.102157 0.423555 SUCCESS  76
100101000   18   21   28   26   25   31   26   23  4.935246 0.764474 SUCCESS  77
100110000   22   25   25   29   30   26   23   35  7.454079 0.488524 SUCCESS  78
100111000   25   25   34   23   23   29   26   24  5.114642 0.745256 SUCCESS  79
101000000   21   35   26   26   30   24   25   19  8.054494 0.428165 SUCCESS  80
101000100   23   27   25   34   22   32   25   25  7.013200 0.535209 SUCCESS  81
101001000   31   22   29   30   24   28   21   15  9.104394 0.333566 SUCCESS  82
101001100   28   28   23   14   29   31   20   25  9.341383 0.314321 SUCCESS  83
101010000   20   25   21   23   24   27   25   22  1.959646 0.982224 SUCCESS  84
101010100   29   24   25   26   23   23   12   26  7.814858 0.451761 SUCCESS  85
101011000   26   32   26   24   23   28   22   22  3.792006 0.875385 SUCCESS  86
101011100   22   21   29   19   25   26   27   20  4.095193 0.848434 SUCCESS  87
101100000   30   21   32   16   21   19   27   31 11.112179 0.195424 SUCCESS  88
101100100   29   25   24   23   32   30   31   31  8.472204 0.388753 SUCCESS  89
101101000   19   26   22   47   29   18   23   23 26.026584 0.001039 FAILURE  90
101101100   27   23   22   19   33   20   19   30  8.366287 0.398532 SUCCESS  91
101110000   24   23   26   24   22   28   24   20  1.824603 0.985925 SUCCESS  92
101110100   28   24   22   25   30   27   30   30  5.090149 0.747899 SUCCESS  93
101111000   25   32   35   21   21   32   30   28 12.530802 0.129045 SUCCESS  94
101111100   17   16   20   27   15   27   17   11 20.367319 0.009032 FAILURE  95
110000000   25   22   28   12   25   16   24   31 12.177967 0.143438 SUCCESS  96
110000010   19   20   30   29   23   31   19   30  8.774066 0.361713 SUCCESS  97
110000100   31   29   23   20   27   24   17   24  6.265163 0.617556 SUCCESS  98
110001000   23   28   23   22   28   21   14   24  6.585561 0.581934 SUCCESS  99
110001010   23   24   24   27   25   23   28   26  1.139453 0.997205 SUCCESS 100
110010000   30   11   25   17   26   30   20   30 14.856337 0.062000 SUCCESS 101
110010010   23   22   25   35   25   31   25   27  7.267400 0.508076 SUCCESS 102
110010100   19   21   23   26   22   27   24   25  2.468047 0.963204 SUCCESS 103
110011000   24   17   25   33   16   18   24   21 10.694470 0.219619 SUCCESS 104
110011010   23   27   19   20   31   25   23   20  5.188122 0.737293 SUCCESS 105
110100000   21   27   20   33   32   20   24   33 11.139320 0.193929 SUCCESS 106
110100010   24   27   27   32   22   27   28   18  5.842820 0.664833 SUCCESS 107
110100100   26   21   31   24   32   27   22   25  5.444970 0.709129 SUCCESS 108
110101000   28   26   18   26   24   29   28   21  4.444057 0.815004 SUCCESS 109
110101010   29   22   28   30   26   22   16   28  6.909931 0.546381 SUCCESS 110
110101100   26   30   23   22   25   32   25   18  5.977864 0.649712 SUCCESS 111
110110000   28   23   31   20   21   13   27   31 11.425296 0.178746 SUCCESS 112
110110010   33   25   29   24   32   27   27   35 11.837047 0.158624 SUCCESS 113
110110100   26   25   26   34   31   21   31   28  8.870053 0.353377 SUCCESS 114
110111000   19   23   26   31   18   22   24   16  8.245807 0.409835 SUCCESS 115
110111010   26   27   22   21   29   20   29   25  3.757584 0.878306 SUCCESS 116
110111100   25   26   30   22   27   29   22   21  3.613934 0.890170 SUCCESS 117
111000000   19   23   26   15   22   17   33   25 10.881148 0.208525 SUCCESS 118
111000010   28   28   21   21   27   30   16   22  6.925819 0.544657 SUCCESS 119
111000100   16   28   20   22   21   19   26   27  6.720605 0.567055 SUCCESS 120
